web_scraper_order,web_scraper_start_url,nom,prix,adresse,urls_images
"1767042573-260","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons texans","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg"
"1767042573-261","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon  Paon Indien","55 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg"
"1767042573-262","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Diamant Mandarin","30 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1767042573-263","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","15 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg"
"1767042573-264","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg"
"1767042573-265","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Brahman","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg"
"1767042573-266","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon  Mondains","100 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg"
"1767042573-267","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons  voyageurs à manteau","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg"
"1767042573-268","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq  Brahman","43 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg"
"1767042573-269","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg"
"1767042573-270","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg"
"1767042573-271","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins cou nu","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg"
"1767042573-272","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin papillon","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg"
"1767042573-273","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin femelle Angora","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg"
"1767042573-274","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","15 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg"
"1767042573-275","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Angora","25 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg"
"1767042573-276","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain tête de lion","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg"
"1767042573-277","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules pondeuses","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg"
"1767042573-278","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau Angora","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg"
"1767042573-279","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg"
"1767042573-280","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Chochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg"
"1767042573-281","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple   Braman Cochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg"
"1767042573-282","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet Braman cochin","950 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg"
"1767042573-283","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chairs","4 000CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg"
"1767042573-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins de chair","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg"
"1767042573-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple angoura","30 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg"
"1767042573-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple pigeons voyageurs","12 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg"
"1767042573-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple voyageur blanc","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg"
"1767042573-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Perruches anglaise - couple","50 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg"
"1767042573-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Perruche ondulée","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg"
"1767042573-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Cochin","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg"
"1767042573-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq cochin","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg"
"1767042573-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg"
"1767042573-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg"
"1767042573-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple texan","40 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg"
"1767042573-295","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple mondain","90 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg"
"1767042573-296","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple pigeons","14 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg"
"1767042573-297","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","50 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg"
"1767042573-298","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","30 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg"
"1767042573-299","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","35 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg"
"1767042573-300","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","12 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg"
"1767042573-301","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Brahma","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg"
"1767042573-302","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon français","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg"
"1767042573-303","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq mal cochain","65 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg"
"1767042573-304","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","80 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg"
"1767042573-305","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","85 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1767042573-306","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Mâle Brahma","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg"
"1767042573-307","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin bleu holande","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg"
"1767042573-308","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin dinde chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg"
"1767042573-309","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Pan Indien","30 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg"
"1767042573-310","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","30 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg"
"1767042573-311","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq choie & bramane","50 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg"
"1767042573-312","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paire Brahma","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg"
"1767042573-313","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","25 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg"
"1767042573-314","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin male Fauve","65 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg"
"1767042573-315","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3916214_uploaded_image1_1665526226.jpg"
"1767042573-316","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin mâle engoura","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911550_uploaded_image1_1665233894.jpg"
"1767042573-317","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg"
"1767042573-318","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins de caille","500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg"
"1767042573-319","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Bleues d’Hollandes","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879030_uploaded_image1_1663241521.jpg"
"1767042573-320","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Bleues Hollandaises","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg"
"1767042573-321","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet chair","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg"
"1767042573-322","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahmans Herminé et Cochins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1767042573-323","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin pintade","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg"
"1767042573-324","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856165_uploaded_image1_1662024131.jpg"
"1767042573-325","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3856160_uploaded_image1_1662023975.jpg"
"1767042573-326","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Diamant Mandarin Huppé","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3841798_uploaded_image1_1661198573.jpg"
"1767042573-327","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1767042573-328","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg"
"1767042573-329","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg"
"1767042573-330","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons portugais espagnols","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg"
"1767042573-331","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons espagnols","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3818867_uploaded_image1_1659851278.jpg"
"1767042573-332","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3818707_uploaded_image1_1659828045.jpg"
"1767042573-333","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Opal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg"
"1767042573-334","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg"
"1767042573-335","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3809817_uploaded_image1_1659394489.jpg"
"1767042573-336","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Femelle herminé pur sang","45 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg"
"1767042573-337","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahman","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3803369_uploaded_image1_1659011427.jpg"
"1767042573-338","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma","110 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3803358_uploaded_image2_1659010838.jpeg"
"1767042573-339","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Femelles Manteau Opal","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg"
"1767042573-340","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","2 800CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3799302_uploaded_image1_1658780673.jpg"
"1767042573-341","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain","60 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3795801_uploaded_image1_1658525928.jpg"
"1767042573-342","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet d'ornement","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3795149_uploaded_image1_1658494666.jpg"
"1767042573-343","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets frais","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg"
"1767042573-344","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets Hollande","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg"
"1767042573-345","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lapin nain","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg"
"1767042573-346","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","15 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3778360_uploaded_image1_1657315361.jpg"
"1767042573-347","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg"
"1767042573-348","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756850_uploaded_image1_1656080564.jpg"
"1767042573-349","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins chair","28 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg"
"1767042573-350","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Cochins","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3738020_uploaded_image1_1654981855.jpg"
"1767042573-351","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3726420_uploaded_image1_1654342685.jpg"
"1767042573-352","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Brahmane","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3725108_uploaded_image1_1654262429.jpg"
"1767042573-353","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","2 500CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3719067_uploaded_image1_1654006894.jpg"
"1767042573-354","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg"
"1767042573-355","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","27 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3713086_uploaded_image1_1653586071.jpg"
"1767042573-356","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins 1 jour","25 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg"
"1767042573-357","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3707531_uploaded_image1_1653273003.jpg"
"1767042573-358","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Brahma","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg"
"1767042573-359","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahmâ","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3701283_uploaded_image1_1652877907.jpg"
"1767042573-360","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3694574_uploaded_image1_1652451578.jpg"
"1767042573-361","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689928_uploaded_image1_1652202348.jpg"
"1767042573-362","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin couple","65 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg"
"1767042573-363","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule couple brahman","50 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3680687_uploaded_image1_1651677884.jpg"
"1767042573-364","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679061_uploaded_image1_1651594437.jpg"
"1767042573-365","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple poules Bantam","80 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3678837_uploaded_image1_1651584122.jpg"
"1767042573-366","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3675341_uploaded_image1_1651328468.jpg"
"1767042573-367","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Brahma Perdrix","35 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3671744_uploaded_image1_1651068700.jpg"
"1767042573-368","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin femelle frisé","40 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3671735_uploaded_image1_1651068448.jpg"
"1767042573-369","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon dragon","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671452_uploaded_image1_1651059347.jpg"
"1767042573-370","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3669432_uploaded_image1_1650934782.jpg"
"1767042573-371","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","30 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3665205_uploaded_image1_1650639265.jpg"
"1767042573-372","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Eclosion - 16000 poussins","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg"
"1767042573-373","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg"
"1767042573-374","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659941_uploaded_image1_1650357667.jpg"
"1767042573-375","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659931_uploaded_image1_1650357026.jpg"
"1767042573-376","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659922_uploaded_image1_1650356719.jpg"
"1767042573-377","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3658331_uploaded_image1_1650244788.jpg"
"1767042573-378","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3624677_uploaded_image1_1648325393.jpg"
"1767042573-379","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Oiseaux","80 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3620766_uploaded_image1_1648057839.jpg"
"1767042573-380","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Bambey, Sénégal","https://images.coinafrique.com/thumb_3610036_uploaded_image1_1647364331.jpg"
"1767042573-381","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon femelle texan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3606040_uploaded_image1_1647113482.jpg"
"1767042573-382","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Trio poussins Brahma","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3599688_uploaded_image1_1646764114.jpg"
"1767042573-383","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple poussins brahma","20 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3595177_uploaded_image1_1646493730.jpg"
"1767042573-384","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins nains","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3594110_uploaded_image1_1646425965.jpg"
"1767042573-385","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Cochin","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3589893_uploaded_image1_1646229663.jpg"
"1767042573-386","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Cochin","90 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3589888_uploaded_image1_1646229530.jpg"
"1767042573-387","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Cochin","90 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3577024_uploaded_image1_1645466016.jpg"
"1767042573-388","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3575471_uploaded_image1_1645369161.jpg"
"1767042573-389","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule  Brahma","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3569532_uploaded_image1_1644995089.jpg"
